 1IT  3036600 0 0 0 4 4 7 5 4 622223000 4 5 554511188 4 5
 1IT  3036700 5 6 6 7 6 8 7 7 622333544 7 7 95542228888 8
 1IT  3036900 5 6 4 8 6 7 4 5 522222434 7 7 845522188 8 7
 1IT  3037100 4 3 5 5 6 7 6 6 722333323 7 8 8455111 8 6 7
 1IT  3037200 5 6 5 8 7 9 7 7 722333544 7 7 8544222 8 8 9
 1IT  3039000 5 7 3 4 9 8 6 4 422422433 4 8 832211188 7 7
 1IT  3039100 1 3 2 4 3 5 3 3 322222322 3 3 5222111 3 3 5
 1IT  3039200 7 7 5 6 5 8 5 6 622333333 7 7 7333222 7 7 7
 1IT  3039300 7 8 5 6 7 6 3 3 422222413 7 7 7222228 5 7 6
 1IT  3039400 7 6 6 6 6 6 4 4 322222433 6 6 7322288 6 6 6
 1IT  3039500 5 4 5 2 7 7 3 3 322222333 5 7 7222111 4 7 7
 1IT  3039600 7 7 5 5 4 8 5 6 622422444 5 2 7322821 5 2 8
 1IT  3041400 5 5 5 5 2 2 4 5 222422333 6 2 3323111 6 2 3
 1IT  3043800 2 6 8 3 4 7 3 4 322223124 5 3 6223111 5 5 6
 1IT  3043900 7 7 3 8 610 7 6 822323441 7 510434221 7 610
 1IT  3044000 3 5 5 4 5 6 3 4 422222324 4 4 5222111 5 5 5
 1IT  3044100 5 7 5 6 7 8 4 2 522222333 7 8 7233881 7 7 8
 1IT  3044200 7 7 5 7 8 8 6 6 722333434 7 9 8334211 6 8 8
 1IT  3044300 7 6 4 3 4 7 3 3 522122553 5 4 4334181 6 5 6
 1IT  3044400 5 6 2 4 5 6 1 3 822223332 4 5 7224111 5 5 7
 1IT  3044500 5 8 6 7 7 9 5 4 622222233 7 6 9123111 6 6 9
 1IT  3044600 6 8 7 5 8 7 4 2 522323422 7 8 8324111 6 8 7
 1IT  3044700 5 5 5 5 2 5 4 4882222823388 6 6233211 6 6 6
 1IT  3044800 1 2 1 7 3 6 4 6 822234111 8 2 5334111 8 3 5
 1IT  3045900 5 6 4 7 5 7 6 6 822223333 7 7 7333111 7 7 7
 1IT  3046000 5 7 5 4 5 5 5 4 522222333 4 5 5323122 5 5 5
 1IT  3046100 5 5 5 5 4 4 5 6 622233223 5 4 4333111 6 4 4
 1IT  3046200 4 7 1 3 6 6 3 2 422333333 5 8 8233121 5 7 8
 1IT  3046300 5 5 5 8 7 9 7 8 922334332 9 710445121 9 7 9
 1IT  3046400 5 4 4 4 5 7 1 4 422112222 5 5 7222111 5 5 7
 1IT  3046500 6 5 2 7 7 6 4 7 722233212 6 7 6233111 7 7 6
 1IT  3046600 9 4 4 1 2 6 3 3 822334432 3 3 8224211 3 3 7
 1IT  3046700 7 4 6 5 2 8 5 5 822243332 6 5 8334211 7 5 8
 1IT  3048800 4 4 2 2 3 2 4 4 522222123 4 5 4222111 5 4 4
 1IT  3053300 5 4 288 4 4 3 3 422888555 5 5 538811188 5 5
 1IT  3053400 4 7 5 1 1 1 2 3 222222483 1 1 111122188 1 1
 1IT  3053900 5 7 5 0 5 6 4 0 022111323 1 1 4211228 0 0 3
 1IT  3054000 4 6 4 1 2 2 1 2 222222288 2 2 2211181 2 2 2
 1IT  3054200 888 4 7 9 7 3 1 122112442 8101000211110 810
 1IT  3055300 1 1 1 1 1 1 1 18822118113 1 1 1118111 2 2 2
 1IT  3055700 7 7 6 7 6 5 2 2 422222443 6 7 6222222 6 6 6
 1IT  3055800 8 5 8 2 110 5 1 022212433 4 110211221 2 110
 1IT  3058100 6 5 6 6 8 6 3 2 222222422 6 8 5212221 5 8 5
 1IT  3058200 7 7 2 6 6 6 3 3 522222111 4 3 7213111 5 5 7
 1IT  3058300 0 0 0 0 0 7 0 1 122222111 1 2 4111111 1 1 5
 1IT  3059000 5 4 5 5 3 7 6 6 722333333 5 6 7333111 5 6 7
 1IT  3059400 8 3 5 2 5 5 3 1 222222313 2 5 5111811 1 5 5
 1IT  3059700 0 0 0 7 510 5 5 522222000 5 510222111 4 610
 1IT  3059800 7 7 5 7 8 8 4 4 422322544 6 7 8444228 5 7 8
 1IT  3059900 2 288 3 3 1 1 2 222222004 2 2 5022111 2 2 4
 1IT  306080010 9 8 3 588 4 2 822383555 7 788325222 7 788
 1IT  3063100 3 3 1 3 5 5 2 2 52222211188 5 621111188 5 6
 1IT  3063300 1 1 1 6 6 6 6 7 622222343 4 5 5343111888888
 1IT  3064200 3 2 2 2 3 5 5 4 622223112 3 4 4223111 3 4 5
 1IT  3064300 6 4 6 4 7 6 5 5 722323222 4 6 6224111 4 6 6
 1IT  3068900 6 3 2 6 8 3 4 4 322333333 8 8 833311188 8 8
 1IT  3069400 5 4 3 3 4 3 3 7 322232333 3 3 3131111 5 3 3
 1IT  3070000 2 5 5 5 510 8 5 722222232 5 510233111 5 5 5
 1IT  3070200 5 5 5 5 5 9 2 1 522333111 5 510533122888810
 1IT  3070300 3 5 4 2 5 4 3 1 422111332 5 5 5333188 3 310
 1IT  3070400 8 7 4 5 5 7 4 4 322222551 5 5 8211221 5 5 8
 1IT  3071300 5 5 5 41010 4 0 322113555 1 510333281 01010
 1IT  3071800 9 8 8 7 7 5 5 6 522231444 7 6 5342222 7 6 5
 1IT  3072800 5 2 5 2 5 5 0 3 122112332 1 5 5012221 5 6 7
 1IT  3073100 7 9 9 7 710 5 71022233554 7 6 9145111 8 710
 1IT  3073200 5 5 4 6 8 9 1 2 822224332 7 8 9115121 7 9 9
 1IT  3077400 5 5 7 01010 5 31022323310 61010325122 01010
 1IT  3077500 7 9 6 5 5 6 6 6 622332441 4 4 5333111 5 5 5
 1IT  3077600 3 3 388 5 5 4 4 422322223 5 4 53221118888 5
 1IT  3078100 6 4 1 2 8 8 7 0 622213330 2 8 8323211 0 9 9
 1IT  3078200 5 8 6 3 8 7 2 3 222413424 2 8 8212221 2 8 8
 1IT  3078300 2 8 5 6 6 888 5 522388444 688 68841228888 7
 1IT  3078400 6 6 4 6 5 7 6 5 422322554 4 6 8522112 5 6 8
 1IT  3078500 8 8 2 1 8 8 4 0 622213442 4 8 8313221 2 8 8
 1IT  3078600 7 3 3 6 7 6 6 6 622833323 6 6 6333221 6 6 6
 1IT  3078700 8 5 5 0 1 3 3 2 222332444 2 2 2222121 2 2 2
 1IT  3082100 5 6 7 4 610 688 622383433 5 4 888322188 6 9
 1IT  3082500 6 2 2 5 5 788 6 722333443 5 5 5222211 5 5 5
 1IT  3082900 0 3 0 2 2 5 5 5 322388100 0 3 5011111 5 5 5
 1IT  3083000 7 0 6 6 2 8 5 2 722213221 5 5 7222221 5 4 6
 1IT  3083900 4 4 3 5 2 7 5 3 422233332 5 5 7223111 5 5 7
 1IT  3084400 2 5 4 4 7 7 3 3 522212223 5 5 7124111 4 5 7
 1IT  3084500 5 8 3 4 3 9 4 7 522333342 5 3 8343121 5 3 7
 1IT  3086900 4 5 4 4 6 6 3 2 522223222 6 7 6213121 6 6 6
 1IT  3092800 6 5 2 6 8 7 3 1 322322214 5 6 7343221 5 6 7
 1IT  3093600 310 0 6 3 9 3 7 822424333 3 3 7333121 6 3 7
 1IT  3093700 9 3 3 5 7 7 6 3 622333555 8 6 8314222 8 8 8
 1IT  3093800 8 4 4 41010 3 2 222333333 3 3 33332228888 7
 1IT  3096100 6 4 4 510 8 5 3 722213422 510 7324221 910 9
 1IT  3096200 5 9 7 8 5 5 2 0 322212522 5 5 5205222 5 5 5
 1IT  3096300 0 0 5 0 8 8 0 0 422111343 0 8 8000111 0 8 8
 1IT  3096400 5 5 5 5 4 5 4 2 322111322 5 4 5100212 2 2 2
 1IT  3096500 5 7 7 5 8 6 4 0 422112353 3 2 4010211 3 3 5
 1IT  3096600 5 5 8 6 7 9 4 5 822222231 6 8 9224111 4 8 9
 1IT  3096700 2 7 7 6 6 7 488 522223143 6 6 7323111 5 5 7
 1IT  3096900 2 2 2 81010 5 9 922243140 8 8 8444111 8 8 9
 1IT  3097200 3 3 3 7 7 7 5 5 522222155 5 5 5543111888888
 1IT  3097400 2 9 1 0 0 0 0 0 122111055 1 1 1000111 0 0 0
 1IT  3101300 4 5 4 2 1 2 3 4 322333343 2 2 3242111 4 5 3
 1IT  3102200 5 5 4 7 6 7 3 5 522323234 4 2 3432111 4 5 4
 1IT  3102300 3 3 4 5 7 6 6 4 522423424 3 3 4423111 3 6 4
 1IT  3102400 4 5 3 4 3 4 5 6 422333322 5 5 3342111 3 4 3
 1IT  3102500 3 4 3 5 5 5 7 4 622333222 5 5 5323111 5 5 5
 1IT  3103500 5 5 588 5 8 5 6882233333388 7 833328888 8 8
 1IT  3104200 3 8 5 7 3 6 2 3 322333121 4 3 5232111 4 5 4
 1IT  3104300 5 3 4 2 3 3 2 3 222322153 3 4 3333111 4 5 4
 1IT  3104400 2 4 5 4 5 4 5 6 422333355 2 4 3333111 4 3 5
 1IT  3104500 3 3 4 5 5 4 4 5 422333333 4 4 3534111 4 5 3
 1IT  3104600 2 2 2 4 5 6 4 0 022434323 2 2 2323211 1 4 5
 1IT  3104700 3 4 2 5 7 8 6 7 822333114 4 3 5244111 5 5 6
 1IT  3104900 3 4 5 6 7 6 4 6 522333115 6 4 5333111 6 7 5
 1IT  3105000 3 2 2 5 5 5 4 5 322333333 4 3 5332111 4 5 3
 1IT  3105100 2 3 3 5 5 6 4 6 622333121 5 6 6443111 6 7 7
 1IT  3105200 7 6 7 7 6 68888 522433441 6 6 7444222 7 6 7
 1IT  3105300 2 3 2 5 6 5 5 7 622888888 6 5 6434111 5 6 5
 1IT  3105400 7 7 6 9 9 9 3 2 222222442 710 8112222 8 9 9
 1IT  3105500 3 4 3 4 5 588888822433333 5 6 3334121 2 8 6
 1IT  3105600 6 4 5 8 7 7 6 5 522333333 8 7 8343222 8 7 8
 1IT  3105700 5 4 5 6 7 6 7 8 822333333 8 9 9333111 8 7 8
 1IT  3105800 2 2 2 7 6 8 7 6 722444444 8 6 7333222 8 7 7
 1IT  3106000 4 4 5 3 4 3 2 4 522333333 6 6 732311110 7 7
 1IT  3109500 3 3 2 4 8 7 3 2 422222444 7 7 7111188 7 7 7
 1IT  3110900 5 3 3 1 5 5 2 3 322223223 5 6 6222111 3 6 6
 1IT  3111000 0 0 5 5 0 9 910 922344012 9 010444111 9 0 9
 1IT  3111100 7 7 5 5 6 7 3 2 422223333 5 6 7113222 6 6 7
 1IT  3111200 6 4 8 4 5 7 2 6 422222343 5 6 6223222 0 5 5
 1IT  3111400 9 9 5 5 5 5 4 1 422112332 4 4 4313222 4 4 4
 1IT  3111500 8 8 5 6 8 8 5 4 522223555 5 5 8333222 6 5 8
 1IT  3111800 4 5 5 6 3 6 4 6 722134222 6 3 7233111 6 3 7
 1IT  3112100 6 5 5 5 8 7 3 4 622128333 8 8 8111282 7 8 8
 1IT  3112400 8 5 3 6 8 7 3 2 622223522 7 9 8234221 7 8 8
 1IT  3112500 510 5 4 7 7 2 3 822323144 5 8 8424122 5 7 7
 1IT  3115700 0 5 188 4 58888 22223333388 4882331118888 6
 1IT  3115900 6 6 688 7 788 4882222833588 7 710882188 7 7
 1IT  3116500 6 5 2 4 4 7 5 6 72233348388 6 728328188 7 7
 1IT  3116900 7 7 7 4 8 7 5 58822323483 7 8 8433222 7 8 8
 1IT  3117200 5 7 7 6 6 6 4 6 42233233388 6 7133111 788 7
 1IT  3117400 1 4 4 6 4 7 5 5 22282833388 6 78881118888 7
 1IT  3117800 5 3 0 2 8 5 5 2 722228333 4 7 7833111 7 7 7
 1IT  3117900 6 6 3 810 6 4 0 722113333 8 8 8833221 8 8 8
 1IT  3118000 8 8 0 7 7 9 6 6 622223583 7 8 8333221 8 8 8
 1IT  3118200 6 6 688 5 8 5 4 3222223338888 833311188 8 9
 1IT  3118400 588 5 5 5 8 7 2 222338333 7 7 833388888 7 8
 1IT  3118600 8 8 4 68888 3 3882222833388 78833322188 7 6
 1IT  3118800 8 4 488 8 8 5 588222284338888 733322288 7 7
 1IT  3118900 5 5 4 6 7 7 5 5 522228382 6 6 6333181 6 6 6
 1IT  3119600 7 5 4 7 2 6 7 9 722443334 7 7 7555228 8 8 7
 1IT  3119900 7 7 7 5 4 6 4 6 722383433 8 8 8433222 8 8 8
 1IT  3120000 6 6 68888 788 388222284228888 78281118888 8
 1IT  3120200 8 3 3 7 9 9 2 0 722223223 8 8 8322222 8 9 9
 1IT  3120300 2 5 4 610 9 3 3 722223222 8 8 8224111 8 9 9
 1IT  3120400 5 5 5 6 5 7 5 58822223333 8 8 8334188 8 9 8
 1IT  3134900 5 4 2 9 8 8 6 7 722333323 8 7 8334112 8 7 8
 1IT  3135000 6 6 0 910 8 8 8 722343453 8 8 7355222 8 710
 1IT  3135100 910 9 7 9 8 7 6 622323434 6 8 7334121 7 7 8
 1IT  3135200 8 9 5101010 9 6 922833333 5 9 8333182 71010
 1IT  3135300 3 6 5 5 6 4 6 6 722333333 6 6 7333122 5 6 7
 1IT  3135400 6 7 7 6 8 9 7 7 822333443 8 7 8444222 7 7 8
 1IT  3135500 4 1 2 7 8 8 910 922344223 7 8 9554111 9 8 9
 1IT  3135600 7 5 7 9 710 6 6 922233343 7 6 7444121 8 7 8
 1IT  3135700 6 6 8 6 810 7 5 822333344 8 8 9444111 81010
 1IT  3135800 0 2 3 5 6 6 8 7 622333243 6 6 8344111 7 7 8
 1IT  3136000 5 6 5 6 6 6 6 6 822333343 6 6 6333111 7 7 7
 1IT  3137100 8 5 6 6 6 6 3 5 622222383 7 7 7555222 7 7 7
 1IT  31374001088 78888 8 4888822212235 3 3 6112111888888
 1IT  3137500101010 71010 9101022443515 8 910555222 9 810
 1IT  3137600 6 6 6 7 8 9 6 7 722333333 7 7 8333111 7 7 8
 1IT  3137700 5 5 6 7 8 8 7 7 822333333 7 8 8333222 7 7 7
 1IT  3139700 7 9 5 6 5 7 4 7 822333443 7 7 8444221 7 7 8
 1IT  3139800 4 5 8 710 9 8 8 822384545 81010544811 8 710
 1IT  3140100 6 6 5 5 1 7 5 6 722222433 6 1 7334222 6 1 7
 1IT  3140200 3 8 8 3 4 4 5 0 522212244 2 2 2322111 4 3 3
 1IT  3140300 7 2 8 81010 8 8 92212133310 9 9545121 9 9 9
 1IT  314040010 9 5 0 5 9 5 0 022212530 0 9 8300221 0 8 8
 1IT  3140500 7 4 3 5 7 7 3 2 522333332 4 6 7334221 4 6 8
 1IT  3141100 4 5 3 5 7 9 5 7 822233222 5 8 3343122 7 8 9
 1IT  3144500 7 8 7 5 4 8 4 2 522313433 5 4 9223221 5 4 8
 1IT  3144600 9 9 6 4 3 5 2 2 522113554 3 3 5112222 3 3 5
 1IT  3144700 8 2 5 0 7 8 2 0 222311411 0 8 9000221 3 7 8
 1IT  3144800 5 8 5 6 8 6 4 3 322222333 4 7 5000222 5 7 4
 1IT  3144900 5 5 5 3 4 5 5 6 622333333 3 3 5444222 3 4 5
 1IT  3145000 5 6 7 4 4 7 1 2 622213334 7 5 8214122 4 4 8
 1IT  3149400 710 4 5 7 6 3 0 022112355 5 8 7522221 5 5 7
 1IT  3149500 7 3 2 0 2 4 3 0 322223332 3 4 6224111 3 5 6
 1IT  3149600 5 4 1 3 5 6 6 5 822223552 5 6 6544111 6 6 7
 1IT  3149700 8 5 5 6 5 8 7 5 722333532 6 5 6535221 6 5 7
 1IT  3149800 8 7 3 7 7 2 2 1 422212441 6 7 2202221 6 7 2
 1IT  3149900 5 6 5 7 4 1 6 6 622333222 6 5 1333222 6 5 1
 1IT  3150000 6 7 4 6 6 6 4 3 622333342 5 5 7323221 5 6 6
 1IT  3150200 6 6 5 5 1 7 4 4 622212441 3 3 7224211 3 3 7
 1IT  3150800 7 4 0 1 9 1 0 0 022112442 1 7 1101211 3 8 1
 1IT  3151400 5 3 5 110 9 2 0 022222323 310 8111211 410 8
 1IT  3151500 5 4 3 3 3 9 4 6 522223322 4 3 9224111 5 3 9
 1IT  3152000 5 6 3 1 0 7 0 1 522223344 1 5 8214111 5 4 8
 1IT  3154100 810 7 3 3 688 8 622243455 3 3 4888888888888
 1IT  3154400 4 5 0 5 1 7 5 5 522323220 6 1 7334111 5 1 7
 1IT  3154500 5 4 4 6 6 6 3 4 422322323 4 7 7212111 5 5 6
 1IT  3154600 2 1 6 0 6 7 3 4 622133334 6 6 8323211 6 6 8
 1IT  3159500 5 6 5 6 6 7 4 4 522223333 5 5 7222222 5 5 7
 1IT  3159800 4 4 4 5 5 7 610 622412332 3 5 7222221 3 4 7
 1IT  3159900 4 5 5 0 0 0 088 222121228 1 1 3181118 3 3 3
 1IT  3160000 8 5 6 6 610 6 6 622232332 4 2 6233222 4 5 3
 1IT  3160100 5 5 6 7 8 9 4 6 822233333 6 7 9223222 6 6 9
 1IT  3160200 8 3 4 6 2 6 4 4 422283223 5 1 5222221 5 2 5
 1IT  3160300 6 5 3 4 0 4 510 522333333 6 1 1232181 8 4 2
 1IT  3160400 2 8 4 0 910 1 1 922221223 3 8 9214111 3 8 9
 1IT  3160500 1 1 1 6 1 4 6 7 522333511 6 2 6331111 5 1 6
 1IT  3160600 1 1 1 4 6 6 4 4 422112111 5 4 6111111 3 4 6
 1IT  3160700 3 3 2 3 510 4 0 422212128 3 510202111 3 510
 1IT  3161800 5 5 7 7 6 7 6 5 622323222 7 7 7223222 7 6 7
 1IT  3162900 0 0 5 4 810 5 7 622333111 6 710333111 6 710
 1IT  3163300 5 8 5 8 5 9 6 8 822333333 7 7 9344121 8 7 9
 1IT  3168500 6 5 2 7 7 8 5 5 422322211 6 7 6223111 6 7 7
 1IT  3168600 8 4 6 3 8 8 6 4 822324444 6 8 8435222 6 7 8
 1IT  3168700 5 2 5 4 7 7 4 4 722324413 6 7 7333221 6 8 8
 1IT  3168800 4 6 5 6 8 8 5 3 522113121 7 8 8113181 7 8 8
 1IT  3168900 8 9 5 7 5 6 8 9 822333443 7 4 7444228 8 4 7
 1IT  3169000 5 5 7 0 6 4 3 2 222112224 4 2 4211111 0 3 4
 1IT  3169100 8 8 5 5 8 7 7 7 522333552 6 7 7444222 6 6 7
 1IT  316920010 5 2 3 5 4 3 2 722223432 4 5 6314211 4 5 6
 1IT  3169600 5 5 4 5 6 7 4 4 422222232 6 7 7223121 6 7 7
 1IT  3170200 5 5 6 5 5 8 4 3 622223323 5 4 8224111 5 5 8
 1IT  3170400 8 7 5 6 510 5 5 622332432 6 410333221 5 510
 1IT  3170500 3 4 5 7 7 8 6 6 622333111 6 8 8433111 5 7 8
 1IT  3174400 6 6 6 5 6 7 7 6 722133223 7 6 6333111 5 5 7
 1IT  3174700 3 5 5 7 7 7 4 4 522333333 5 6 7233111 5 6 7
 1IT  3175200 3 2 2 0 8 2 2 0 022311210 0 9 2200111 0 9 3
 1IT  3175400 7 5 4 7 9 7 3 0 022211332 7 9 7100221 7 9 7
 1IT  3175700 2 2 3 5 4 5 5 5 622333331 6 6 7334111 6 6 7
 1IT  3175800 6 3 1 4 6 7 6 6 622333534 6 7 7333221 6 7 8
 1IT  3176000 5 5 2 5 010 0 3 722222335 5 010453221 2 010
 1IT  3176500 8 8 5 6 8 8 6 4 422322444 5 8 8422221 5 8 8
 1IT  3176600 7 7 6 9 8 6 5 0 822113543 8 8 6004222 8 8 6
 1IT  3178100 6 6 6 5 5 7 6 6 522433334 5 4 6334111 6 5 7
 1IT  3178200 0 0 0 2 4 8 1 2 322222000 2 2 8122111 2 2 8
 1IT  3178500 7 4 7 4 6 7 6 7 722333335 7 6 8333111 6 6 8
 1IT  3178600 0 0 0 6 5 6 7 6 622222333 5 5 5333111 5 6 5
 1IT  3179900 8 3 6 6 6 6 5 5 522211222 3 5 4333222 6 6 6
 1IT  3182900 3 3 3 1 7 7 2 1 122211212 0 7 7100111 0 7 6
 1IT  3183000 6 4 5 5 5 4 6 6 422233333 5 5 6233221 5 5 6
 1IT  3183100 7 4 3 5 510 5 5 522283323 5 510333111 5 510
 1IT  3183200 4 4 5 4 3 7 0 1 322122222 4 4 7033111 5 5 8
 1IT  3183300 6 3 38888 7 4 48822111222888888228211888888
 1IT  3183400 5 5 2 188 4 3 2 222122222 4 4 4222111 1 1 3
 1IT  3187700 4 5 5 7 9 8 5 2 522323333 81010323111 51010
 1IT  3187800 8 5 7 4 6 5 4 2 622113344 7 7 7223221 5 6 6
 1IT  3187900 5 5 5 51010 6 4 522222222 6 610122111 3 810
 1IT  3188000 7 6 8 4 610 0 0 522112500 5 510212121 0 5 5
 1IT  3188200 5 6 2 4 5 7 6 5 422332131 5 4 7332121 5 4 7
 1IT  3188300 2 1 3 3 1 1 2 0 022211121 1 1 1111111 1 1 1
 1IT  3188400 3 6 3 2 7 6 3 3 522223221 5 7 6112111 4 7 6
 1IT  3188500 1 1 1 1 8 1 0 0 022222213 1 6 1111111 1 6 1
 1IT  3188600 3 3 4 2 7 8 2 2 322212222 2 8 8111111 2 9 9
 1IT  3189900 5 5 4 4 7 4 3 0 022111333 1 7 5000111 0 7 5
 1IT  3192600 8 5 2 5 6 7 5 5 722222444 5 8 833422188 8 8
 1IT  3192700 5 7 7 6 7 8 4 6 622323342 7 7 9233111 7 7 9
 1IT  3193000 6 5 2 9 8 8 3 3 322222334 8 8 8222211 8 8 8
 1IT  3193300 3 3 3 4 5 7 4 5 522221113 4 3 8121111 4 4 8
 1IT  3193400 5 3 1 5 4 8 3 3 122122121 3 5 8111111 3 7 8
 1IT  3193500 5 5 7 5 8 7 5 6 522222223 5 8 8232111 5 8 8
 1IT  3193600 1 2 5 5 2 5 6 6 822333112 6 1 2334111 7 2 3
 1IT  3193700 5 5 3 7 4 4 6 7 622333333 6 3 3423111 7 3 5
 1IT  3193800 7 6 4 6 7 8 5 6 522222423 5 6 6222222 5 7 7
 1IT  3193900 8 5 3 6 4 6 4 5 822323424 5 4 6224222 6 4 6
 1IT  3194000 6 8 8 3 3 6 4 3 322222222 4 4 5222111 5 4 5
 1IT  3194100 5 8 5 3 9 9 4 3 822223423 4 8 8225222 3 8 8
 1IT  3194200 5 6 6 3 2 5 3 3 322223323 4 3 6223222 4 3 6
 1IT  3194300 7 7 6 6 6 9 4 6 622222423 5 5 9223222 5 5 8
 1IT  3194400 5 5 4 4 7 5 4 3 622223333 3 7 6223222 3 8 6
 1IT  3194500 1 2 4 5 5 6 7 7 722333232 6 7 7444111 6 7 6
 1IT  3194600 3 3 3 5 5 6 4 4 422222222 4 6 6222111 5 7 7
 1IT  3194700 6 6 4 7 7 7 6 3 722223323 6 6 6224222 6 6 6
 1IT  3197300 7 4 4 0 4 9 3 3 722222323 0 4 8214222 0 5 8
 1IT  3197400 6 4 3 6 8 8 3 0 622322323 6 7 7333111 6 7 7
 1IT  3197500 5 4 4 6 7 7 5 5 822223222 6 8 8323122 8 8 8
 1IT  3197600 2 1 1 5 5 7 4 4 622333154 5 6 7114111 4 6 7
 1IT  3197700 6 6 5 4 5 5 4 4 522223332 4 5 4233111 5 6 5
 1IT  3198200 5 7 510 5 3 7 5 62233334410 8 444522210 7 4
 1IT  3198300 5 6 3 7 7 8 5 5 422332335 6 8 8333121 6 8 8
 1IT  3198400 3 1 1 5 8 9 5 3 922323115 9 8 9335111 6 810
 1IT  3198900 6 8 7 6 5 7 6 6 722333343 6 6 7333121 5 5 6
 1IT  3199100 4 6 3 5 7 6 3 3 522333322 5 6 6223111 4 6 6
 1IT  3199200 4 5 2 5 4 8 6 5 722323332 3 5 8434111 5 5 8
 1IT  3199500 5 9 5 5 6 8 5 6 622333344 7 7 7333121 5 7 7
 1IT  3199600 5 5 5 5 5 7 4 1 522223333 5 7 8224122 5 7 8
 1IT  3211700 6 2 2 8 010 3 2 822122500 8 01023311188 110
 1IT  3218400 8 2 3 2 210 5 3 522333412 2 210332211 4 410
 1IT  3219200 0 0 0 0 510 0 0 022111000 0 510000111 0 510
 1IT  3219600 8 8 6 4 7 8 3 2 422212442 4 9 8212221 4 9 8
 1IT  3219700 8 7 3 9 2 9 610 822333443 9 2 9344221 9 2 9
 1IT  3220100 3 3 4 5 3 7 6 6 522333111 5 5 6333111 5 6 7
 1IT  3220200 3 3 4 5 6 7 7 7 522332122 6 5 7443111 6 6 7
 1IT  3226100 5 7 5 7 8 8 6 6 822333334 6 8 8334221 7 8 8
 1IT  3226400 5 1 4 0 0 688 6 622233211 1 1 8233111 1 1 8
 1IT  3226900 7 8 5 2 8 9 7 5 722323444 7 8 8323222 2 8 9
 1IT  3227300 5 3 3 1 8 9 3 0 222212323 1 8 8312121 1 8 8
 1IT  3227400 5 7 3 3 8 9 3 3 622222342 3 8 9222121 3 8 9
 1IT  3227500 3 7 3 888 7 3 2 322223242 4 8 7224221 7 8 7
 1IT  3227700 7 7 4 5 7 7 6 6 722323442 5 7 7434221 5 7 7
 1IT  3227900 8 7 5 7 8 5 7 5 722333442 5 7 6434221 5 7 6
 1IT  3228100 4 4 2 7 5 6 7 7 722333222 5 6 6444111 6 7 6
 1IT  3228200 7 7 4 7 8 6 4 3 522223442 6 8 6223221 6 8 6
 1IT  3228400 5 4 4 6 6 5 3 2 822223321 6 7 5224211 6 7 5
 1IT  3228500 9 8 6 7 7 8 6 2 722223444 7 7 7224221 7 7 7
